Year,Année,ISO,Jurisdiction,Juridiction,Treatment,Traitement,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,299,a,299,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,1179,a,1179,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,260,a,260,a
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Private land,Terres privées,,u,,u
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,n,,n
2017,2017,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,,n,,n
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Private land,Terres privées,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NU,Nunavut,Nunavut,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,NU,Nunavut,Nunavut,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,NU,Nunavut,Nunavut,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,NU,Nunavut,Nunavut,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Private land,Terres privées,0,e,0,e
2017,2017,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,5383.42,r,5383.42,r
2017,2017,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,e,0,e
2017,2017,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,31743.31,r,31743.31,r
2017,2017,ON,Ontario,Ontario,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,ON,Ontario,Ontario,Other*d,Autres*d,Private land,Terres privées,0,e,0,e
2017,2017,ON,Ontario,Ontario,Other*d,Autres*d,Provincial land,Terres provinciales,0,e,0,e
2017,2017,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,e,0,e
2017,2017,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,6094.78,r,6094.78,r
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Private land,Terres privées,0,e,0,e
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,e,0,e
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,210,e,210,e
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,41,e,41,e
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Private land,Terres privées,0,e,0,e
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Provincial land,Terres provinciales,0,e,0,e
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,e,0,e
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,e,0,e
2017,2017,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
2017,2017,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,r,0,r
2017,2017,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,r,0,r
2017,2017,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,62294,r,62294,r
2017,2017,QC,Quebec,Québec,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,QC,Quebec,Québec,Other*d,Autres*d,Private land,Terres privées,0,r,0,r
2017,2017,QC,Quebec,Québec,Other*d,Autres*d,Provincial land,Terres provinciales,0,r,0,r
2017,2017,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,53,a,53,a
2017,2017,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,r,0,r
2017,2017,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,r,0,r
2017,2017,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2017,2017,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2017,2017,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,,u,,u
2017,2017,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,19,r,19,r
2017,2017,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Private land,Terres privées,,u,,u
2017,2017,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2017,2017,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,780,a,780,a
2017,2017,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2017,2017,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2017,2017,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2017,2017,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2017,2017,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2017,2017,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,0,a,0,a
2017,2017,YT,Yukon,Yukon,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,YT,Yukon,Yukon,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2017,2017,YT,Yukon,Yukon,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2017,2017,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2017,2017,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2018,2018,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2018,2018,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2018,2018,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,2784,a,2784,a
2018,2018,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2018,2018,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,,u,,u
2018,2018,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,17688,a,17688,a
2018,2018,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2018,2018,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
2018,2018,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2018,2018,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,339,a,339,a
2018,2018,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2018,2018,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2018,2018,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2018,2018,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2018,2018,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,133.2,r,133.2,r
2018,2018,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2018,2018,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2018,2018,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,34993.7,r,34993.7,r
2018,2018,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2018,2018,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Private land,Terres privées,1,a,1,a
2018,2018,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Provincial land,Terres provinciales,8104.6,r,8104.6,r
2018,2018,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,15,a,15,a
2018,2018,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2018,2018,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,356.6,r,356.6,r
2018,2018,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2018,2018,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2018,2018,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2018,2018,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2018,2018,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2018,2018,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,530,e,530,e
2018,2018,MB,Manitoba,Manitoba,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2018,2018,MB,Manitoba,Manitoba,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2018,2018,MB,Manitoba,Manitoba,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2018,2018,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,3,a,3,a
2018,2018,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2018,2018,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,914,a,914,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,9925,a,9925,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Private land,Terres privées,296,a,296,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,685,a,685,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,345,a,345,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
